Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Young age,Services,Married,High School,1,0,cellular,apr,466,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,apr,327,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Married,Professional,1,0,cellular,apr,290,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,179,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Divorced,Professional,1,0,cellular,apr,464,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,Primary,0,0,cellular,apr,221,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,apr,504,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Married,Professional,1,0,cellular,apr,233,258.2850101971448,1,yes,1,0,1
Young age,Self-Employed,Single,Professional,0,0,cellular,apr,245,258.2850101971448,3,yes,1,0,1
Middle age,Admin.,Married,High School,1,0,cellular,apr,152,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,Professional,1,0,cellular,apr,132,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Professional,1,0,cellular,apr,106,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,High School,0,0,cellular,apr,339,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Single,Professional,1,0,cellular,apr,152,258.2850101971448,2,yes,1,0,1
Middle age,Retired,Married,High School,1,0,cellular,apr,98,258.2850101971448,6,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,apr,268,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,Professional,0,0,cellular,apr,337,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Married,Primary,1,0,cellular,apr,133,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,High School,1,0,cellular,apr,90,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,apr,322,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Primary,0,0,cellular,apr,385,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,1,cellular,apr,317,258.2850101971448,5,yes,1,0,1
Middle age,Admin.,Single,Professional,0,0,cellular,apr,208,258.2850101971448,12,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,627,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,1042,258.2850101971448,2,yes,1,0,1
Middle age,Admin.,Married,Professional,1,1,cellular,apr,240,258.2850101971448,3,no,0,0,0
Middle age,Services,Married,Primary,0,0,cellular,apr,140,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,490,258.2850101971448,3,yes,1,0,1
Old age,Services,Married,High School,1,0,cellular,apr,275,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Professional,0,0,cellular,apr,188,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,0,cellular,apr,236,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,telephone,apr,563,258.2850101971448,2,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,cellular,apr,136,258.2850101971448,3,no,0,0,0
Middle age,Technician,Married,High School,1,1,cellular,apr,142,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,283,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,129,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Single,Professional,0,0,telephone,apr,86,258.2850101971448,6,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,259,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,apr,255,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,466,258.2850101971448,5,yes,1,0,1
Middle age,Admin.,Divorced,Professional,0,0,cellular,apr,82,258.2850101971448,4,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,565,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Single,Professional,1,0,cellular,apr,251,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,cellular,apr,262,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,269,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,cellular,apr,283,258.2850101971448,3,no,0,0,0
Old age,Retired,Divorced,Primary,0,1,cellular,apr,342,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,427,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,255,258.2850101971448,7,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,110,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,461,258.2850101971448,1,yes,1,0,1
Middle age,Admin.,Married,Professional,1,0,cellular,apr,62,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,apr,145,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,Primary,1,1,cellular,apr,213,258.2850101971448,3,no,0,0,0
Old age,Blue-Collar,Married,Primary,0,0,telephone,apr,111,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,1,0,telephone,apr,266,258.2850101971448,3,no,0,0,0
Young age,Self-Employed,Single,Professional,1,0,telephone,apr,118,258.2850101971448,6,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,142,258.2850101971448,1,yes,1,0,1
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,855,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,344,258.2850101971448,1,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,cellular,apr,125,258.2850101971448,1,yes,1,0,1
Young age,Services,Single,High School,1,0,cellular,apr,850,258.2850101971448,2,yes,1,0,1
Middle age,Blue-Collar,Single,Primary,1,0,cellular,apr,85,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,apr,441,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,1,0,telephone,apr,104,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,0,cellular,apr,179,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,apr,114,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,apr,114,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Professional,0,0,cellular,apr,1073,258.2850101971448,1,yes,1,0,1
Middle age,Self-Employed,Married,Primary,1,0,telephone,apr,226,258.2850101971448,5,no,0,0,0
Young age,Self-Employed,Single,Professional,0,0,cellular,apr,94,258.2850101971448,5,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,apr,1594,258.2850101971448,1,yes,1,0,1
Young age,Services,Single,High School,0,0,cellular,apr,450,258.2850101971448,1,yes,1,0,1
Middle age,Admin.,Single,High School,1,0,cellular,apr,461,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,1,cellular,apr,505,258.2850101971448,1,yes,1,0,1
Middle age,Admin.,Married,High School,0,0,cellular,apr,163,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Married,Professional,0,0,cellular,apr,133,258.2850101971448,2,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,cellular,apr,62,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,cellular,apr,184,258.2850101971448,1,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,cellular,apr,168,258.2850101971448,1,yes,1,0,1
Young age,Blue-Collar,Single,Professional,1,0,cellular,apr,49,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,72,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,314,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,apr,178,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,Professional,1,0,cellular,apr,232,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,Professional,1,0,cellular,apr,324,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,252,258.2850101971448,5,no,0,0,0
Old age,Management,Married,Primary,0,0,cellular,apr,584,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,161,258.2850101971448,1,yes,1,0,1
Young age,Admin.,Married,Professional,1,0,cellular,apr,496,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,95,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,0,0,cellular,apr,332,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,Professional,1,1,cellular,apr,111,258.2850101971448,1,yes,1,0,1
Middle age,Admin.,Married,Professional,1,1,cellular,apr,308,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,telephone,apr,129,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,247,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Professional,0,0,cellular,apr,107,258.2850101971448,3,yes,1,0,1
Middle age,Self-Employed,Married,Professional,1,0,cellular,apr,216,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Married,Professional,0,0,cellular,apr,279,258.2850101971448,1,yes,1,0,1
Young age,Blue-Collar,Single,Unknown,0,0,cellular,apr,424,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,cellular,apr,259,258.2850101971448,2,no,0,0,0
Old age,Admin.,Married,High School,1,0,cellular,apr,111,258.2850101971448,1,yes,1,0,1
Young age,Management,Married,Professional,1,1,cellular,apr,258,258.2850101971448,8,no,0,0,0
Old age,Retired,Married,Professional,1,0,cellular,apr,216,258.2850101971448,1,yes,1,0,1
Middle age,Services,Married,High School,1,1,cellular,apr,104,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Primary,1,1,cellular,apr,119,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,apr,108,258.2850101971448,6,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,72,258.2850101971448,4,no,0,0,0
Middle age,Admin.,Married,Professional,1,1,cellular,apr,101,258.2850101971448,5,no,0,0,0
Old age,Retired,Divorced,Professional,1,0,cellular,apr,207,258.2850101971448,2,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,telephone,apr,300,258.2850101971448,3,yes,1,0,1
Young age,Admin.,Single,Professional,1,0,cellular,apr,295,258.2850101971448,5,yes,1,0,1
Young age,Technician,Single,Professional,0,1,cellular,apr,422,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Professional,1,0,telephone,apr,61,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,apr,108,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Professional,1,0,cellular,apr,225,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,apr,608,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,189,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,Professional,1,0,cellular,apr,201,258.2850101971448,6,no,0,0,0
Middle age,Admin.,Married,Unknown,1,1,cellular,apr,61,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,apr,223,258.2850101971448,2,yes,1,0,1
Old age,Retired,Married,Professional,0,0,telephone,apr,47,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,1,0,cellular,apr,226,258.2850101971448,2,no,0,0,0
Old age,Admin.,Married,Primary,1,0,cellular,apr,431,258.2850101971448,2,no,0,0,0
Young age,Student,Single,Primary,1,0,cellular,apr,1372,258.2850101971448,4,no,0,0,0
Middle age,Self-Employed,Divorced,Primary,1,0,cellular,apr,343,258.2850101971448,2,no,0,0,0
Old age,Entrepreneur,Married,Primary,1,0,cellular,apr,141,258.2850101971448,12,no,0,0,0
Middle age,Technician,Divorced,Professional,0,0,cellular,apr,141,258.2850101971448,2,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,telephone,apr,165,258.2850101971448,2,yes,1,0,1
Young age,Technician,Divorced,Professional,1,0,cellular,apr,139,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,apr,167,258.2850101971448,2,yes,1,0,1
Old age,Blue-Collar,Married,Primary,1,0,cellular,apr,332,258.2850101971448,2,no,0,0,0
Old age,Blue-Collar,Married,Primary,0,1,cellular,apr,87,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Primary,0,0,cellular,apr,945,258.2850101971448,1,yes,1,0,1
Young age,Student,Single,High School,1,1,cellular,apr,82,258.2850101971448,1,yes,1,0,1
Middle age,Admin.,Married,High School,1,0,cellular,apr,903,258.2850101971448,2,yes,1,0,1
Old age,Retired,Divorced,Professional,1,0,cellular,apr,282,258.2850101971448,2,yes,1,0,1
Young age,Admin.,Married,Professional,0,1,cellular,apr,389,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,1,0,cellular,apr,651,258.2850101971448,4,no,0,0,0
Young age,Management,Single,Professional,1,0,cellular,apr,692,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,High School,0,0,cellular,apr,217,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Divorced,Primary,1,0,cellular,apr,93,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,apr,253,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Primary,1,0,cellular,apr,139,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Primary,1,1,cellular,apr,154,258.2850101971448,1,no,0,0,0
Middle age,Management,Single,Primary,1,0,cellular,apr,601,258.2850101971448,1,no,0,0,0
Middle age,Retired,Married,High School,0,0,telephone,apr,44,258.2850101971448,1,no,0,0,0
Middle age,Retired,Married,High School,0,0,cellular,apr,349,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,apr,225,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Single,Professional,1,0,cellular,apr,103,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,1,0,cellular,apr,75,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,1,0,cellular,apr,251,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,Professional,0,0,cellular,apr,609,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,High School,0,0,cellular,apr,134,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,166,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,1,cellular,apr,301,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,177,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,126,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,56,258.2850101971448,1,no,0,0,0
Old age,Housemaid,Married,Primary,0,0,cellular,apr,85,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Divorced,Unknown,0,0,cellular,apr,149,258.2850101971448,1,no,0,0,0
Old age,Admin.,Divorced,Professional,0,0,cellular,apr,194,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,apr,1214,258.2850101971448,1,yes,1,0,1
Young age,Admin.,Single,High School,1,0,cellular,apr,122,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,0,0,cellular,apr,110,258.2850101971448,1,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,cellular,apr,187,258.2850101971448,1,no,0,0,0
Middle age,Unemployed,Divorced,Primary,0,0,cellular,apr,114,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,cellular,apr,310,258.2850101971448,7,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,1217,258.2850101971448,3,yes,1,0,1
Young age,Technician,Single,Professional,1,0,cellular,apr,389,258.2850101971448,2,yes,1,0,1
Old age,Retired,Divorced,Professional,1,0,cellular,apr,48,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,apr,171,258.2850101971448,1,yes,1,0,1
Old age,Retired,Married,Primary,1,0,cellular,apr,512,258.2850101971448,11,yes,1,0,1
Young age,Unemployed,Single,Professional,1,0,cellular,apr,125,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,1,0,cellular,apr,412,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,1,1,cellular,apr,120,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,apr,86,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Professional,1,0,cellular,apr,140,258.2850101971448,1,yes,1,0,1
Young age,Technician,Single,Professional,0,0,cellular,apr,72,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,apr,135,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,437,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,441,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,358,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,355,258.2850101971448,1,yes,1,0,1
Old age,Technician,Married,High School,1,0,cellular,apr,82,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,telephone,apr,170,258.2850101971448,3,yes,1,0,1
Old age,Technician,Married,High School,0,0,cellular,apr,469,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,High School,1,0,cellular,apr,99,258.2850101971448,1,no,0,0,0
Old age,Retired,Divorced,Professional,1,0,cellular,apr,129,258.2850101971448,1,yes,1,0,1
Young age,Admin.,Married,Professional,0,0,telephone,apr,118,258.2850101971448,3,yes,1,0,1
Middle age,Management,Married,Primary,0,0,cellular,apr,121,258.2850101971448,1,no,0,0,0
Young age,Student,Single,High School,0,0,telephone,apr,405,258.2850101971448,1,yes,1,0,1
Young age,Student,Single,High School,0,0,cellular,apr,442,258.2850101971448,1,no,0,0,0
Young age,Student,Single,High School,0,0,cellular,apr,54,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,1038,258.2850101971448,2,yes,1,0,1
Young age,Admin.,Single,Professional,1,1,telephone,apr,117,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,telephone,apr,85,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,0,cellular,apr,171,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,Primary,1,0,cellular,apr,103,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,397,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Unknown,1,0,cellular,apr,309,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,apr,142,258.2850101971448,5,no,0,0,0
Old age,Entrepreneur,Married,Primary,1,0,cellular,apr,185,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,520,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Primary,0,1,cellular,apr,139,258.2850101971448,5,yes,1,0,1
Young age,Management,Single,Professional,0,0,cellular,apr,244,258.2850101971448,3,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,apr,221,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,266,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,623,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,High School,1,0,cellular,apr,162,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,1,0,cellular,apr,80,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,0,cellular,apr,158,258.2850101971448,2,no,0,0,0
Middle age,Technician,Single,Professional,0,0,cellular,apr,540,258.2850101971448,3,no,0,1,0
Middle age,Admin.,Married,High School,1,0,cellular,apr,140,258.2850101971448,3,no,0,0,0
Middle age,Services,Single,High School,1,1,cellular,apr,264,258.2850101971448,2,yes,1,0,1
Middle age,Management,Married,Professional,0,0,cellular,apr,353,258.2850101971448,2,yes,1,0,1
Middle age,Entrepreneur,Married,Illiterate,0,0,cellular,apr,87,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Illiterate,1,0,cellular,apr,838,258.2850101971448,3,yes,1,0,1
Old age,Retired,Married,Unknown,1,0,cellular,apr,144,258.2850101971448,4,yes,1,0,1
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,78,258.2850101971448,2,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,55,258.2850101971448,4,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,206,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,High School,1,0,cellular,apr,648,258.2850101971448,1,yes,1,0,1
Young age,Blue-Collar,Married,Primary,1,1,cellular,apr,251,258.2850101971448,2,yes,1,0,1
Middle age,Management,Single,Professional,0,0,cellular,apr,370,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,334,258.2850101971448,2,yes,1,0,1
Young age,Services,Married,High School,1,0,cellular,apr,137,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,1,telephone,apr,122,258.2850101971448,3,no,0,0,0
Middle age,Management,Single,Professional,1,0,telephone,apr,75,258.2850101971448,2,no,0,0,0
Old age,Technician,Married,Professional,1,0,cellular,apr,836,258.2850101971448,1,yes,1,0,1
Middle age,Entrepreneur,Married,Professional,1,0,cellular,apr,176,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,271,258.2850101971448,2,yes,1,0,1
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,827,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,218,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,258,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,apr,67,258.2850101971448,4,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,apr,199,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,apr,71,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,cellular,apr,220,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,124,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,1,cellular,apr,243,258.2850101971448,1,no,0,0,0
Middle age,Services,Divorced,High School,0,0,cellular,apr,198,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,Unknown,0,1,cellular,apr,461,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,82,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,apr,284,258.2850101971448,1,no,0,0,0
Middle age,Retired,Married,Primary,0,0,cellular,apr,204,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,1,0,cellular,apr,35,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,1,0,cellular,apr,291,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Professional,1,0,cellular,apr,201,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Professional,1,0,cellular,apr,297,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Professional,1,0,cellular,apr,384,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,apr,250,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,479,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,324,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Divorced,Professional,0,0,cellular,apr,404,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,apr,156,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,apr,240,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,apr,60,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,403,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,114,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,apr,35,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,188,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,0,cellular,apr,618,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,apr,528,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,apr,104,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,apr,622,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,apr,583,258.2850101971448,1,yes,1,1,1
Middle age,Technician,Divorced,Professional,1,0,cellular,apr,18,258.2850101971448,3,no,0,0,0
Young age,Management,Single,Professional,1,0,cellular,apr,91,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,743,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,apr,283,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,Professional,1,0,cellular,apr,172,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,39,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,0,0,cellular,apr,474,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,apr,275,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,apr,361,258.2850101971448,1,no,0,0,0
Young age,Management,Single,Professional,1,0,cellular,apr,124,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,High School,1,0,cellular,apr,253,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,apr,350,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,cellular,apr,309,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,apr,339,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,apr,77,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,apr,58,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,0,cellular,apr,125,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,Professional,0,1,cellular,apr,34,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,apr,191,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,Primary,0,1,cellular,apr,1579,258.2850101971448,1,yes,1,0,1
Middle age,Services,Married,High School,1,0,cellular,apr,228,258.2850101971448,2,no,0,0,0
